year,iso3,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BLZ,BOL,BRA,BRB,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE,ALL,donor_only,recip_only,location_name,net_donor,net_recip
2008,"AFG",0,0,0,0,0,0,0,0,0,-3871.525,0,0,0,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43342.5,-1016,0,-4685.625,0,0,0,0,0,0,0,0,0,0,0,-6626.466,0,0,-2690,0,0,0,0,0,-2224,0,0,-849.464,0,-4050,0,0,-7730.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-835,0,0,-271,0,-3749,0,0,-17233.5,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-430,-325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7588,-108.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3134,0,-8576.706,0,0,0,0,0,0,0,0,0,0,0,0,0,-696.672,0,0,0,0,0,0,0,0,0,0,0,-389.5,0,0,0,0,0,-167561.6,0,0,0,0,0,0,0,0,0,0,-290095.5,0,1,"Afghanistan",0,1
2009,"AFG",0,0,0,0,0,0,0,0,0,-24252.56,0,0,0,-5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16112.56,0,0,-.135,0,0,0,0,0,0,0,0,0,0,-3958.388,0,0,-26511.2,0,0,0,0,0,0,-762.15,0,0,0,0,0,0,-97,0,0,0,0,0,0,0,0,0,-2525,0,0,-3946.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9392,-316.249,0,-969,0,0,0,0,0,0,-1011.001,0,0,0,0,0,-433,-7195,0,-1188,0,0,0,0,0,0,0,0,0,0,0,0,0,-6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91226.38,0,0,0,0,0,0,0,0,0,0,-202117.7,0,1,"Afghanistan",0,1
2010,"AFG",0,0,0,0,0,0,0,0,0,-875.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9156.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1001.94,0,0,0,0,0,0,0,0,-18.616,0,0,0,0,-2843.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-210.61,0,0,0,0,0,0,0,-5424.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331,0,0,0,0,0,0,0,0,0,0,0,0,0,-2911.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123177.1,0,0,0,0,0,0,0,0,0,0,-146575.3,0,1,"Afghanistan",0,1
2011,"AFG",0,0,0,0,0,0,0,0,0,-2358.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8478.865,-119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-658.9,0,0,0,0,0,0,0,0,-638,0,0,-1488.03,0,-2423.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30006.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.188,0,0,0,0,0,0,-376,0,0,0,0,0,0,0,0,-800,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112319.9,0,0,0,0,0,0,0,0,0,0,-160893.7,0,1,"Afghanistan",0,1
2012,"AFG",0,0,0,0,0,0,0,0,0,-11127.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5182.638,0,0,-437,0,0,0,0,0,0,0,0,0,0,0,-626.47,0,0,-316,0,0,0,0,0,-2427,0,0,-2571.44,0,-620.67,0,0,-6253.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-763,0,0,0,0,0,0,0,-5569.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-188.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4255.6,0,0,-194.51,0,0,0,0,0,0,-163.8,0,0,0,0,0,0,0,0,-850,0,0,0,0,0,0,0,0,0,0,0,0,0,-1025.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52251.88,0,0,0,0,0,0,0,0,0,0,-94826.37,0,1,"Afghanistan",0,1
1988,"AGO",0,0,0,0,0,0,0,0,0,-1658,-291.05,0,0,-2274.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16167.85,-90,0,0,0,0,0,0,0,0,0,0,-164.756,0,0,-5761.309,0,0,-698.196,0,0,0,0,0,-835,0,0,-40.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16276,0,0,-1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7197,-4182.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3430.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12136.1,0,0,0,0,0,0,0,0,0,0,-72527.72,0,1,"Angola",0,1
1989,"AGO",0,0,0,0,0,0,0,0,0,0,-1588.25,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14747.95,-700,0,0,0,0,0,0,0,0,0,0,-199.379,0,0,-7892,0,0,0,0,0,0,0,0,0,0,0,-585.741,0,-3650,0,0,-767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5317,0,0,-2185.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1368.998,-325.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2111.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6000,0,0,0,0,0,0,0,0,0,0,-49438.46,0,1,"Angola",0,1
1990,"AGO",0,0,0,0,0,0,0,0,0,-880.65,0,0,0,-856.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24431.08,-2770,0,0,0,0,0,0,0,0,0,0,0,0,0,-12550.25,0,0,-53.652,0,0,0,0,0,0,0,0,-386.928,0,0,0,0,-1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8975,0,0,-5067.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6241.538,-911.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1431.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5592.39,0,0,0,0,0,0,0,0,0,0,-71449.02,0,1,"Angola",0,1
1991,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,-338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17675.48,-71,0,0,0,0,0,0,0,0,0,0,-146.357,0,0,-13480.73,0,0,-450,0,0,0,0,0,-4000,0,0,-449.457,0,0,0,0,-1799.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,-665,0,0,-6436.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5535,-81.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-395.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26883.92,0,0,0,0,0,0,0,0,0,0,-78608.13,0,1,"Angola",0,1
1992,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3729.62,-266.5,0,0,0,0,0,0,0,0,0,0,-54.985,0,0,-5151.408,0,0,-1068,0,0,0,0,0,0,0,0,-216.384,0,-5000,0,0,-1800.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2038.037,-1118.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3412.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37025.51,0,0,0,0,0,0,0,0,0,0,-63728.83,0,1,"Angola",0,1
1993,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3383.05,-114.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-11245,0,0,0,0,0,0,0,0,-760,0,0,0,0,0,0,0,-2870.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9711.982,0,0,-4816.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-476.625,-123.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86861.46,0,0,0,0,0,0,0,0,0,0,-120460.7,0,1,"Angola",0,1
1994,"AGO",0,0,0,0,0,0,0,0,0,-2099,0,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4973.35,-3399.667,0,0,0,0,0,0,0,0,0,0,0,0,0,-23977.04,0,0,0,0,0,0,0,0,-1500,0,0,0,0,-6823.73,0,0,-20331.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-421.064,0,0,-12826.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1330,-499.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-994.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-180404.6,0,0,0,0,0,0,0,0,0,0,-262580.5,0,1,"Angola",0,1
1995,"AGO",0,0,0,0,0,0,0,0,0,-2210.88,0,0,0,-1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4552.466,-6905,0,0,0,0,0,0,0,0,0,0,0,0,0,-12403.89,0,0,0,0,0,0,0,0,-70,0,0,0,0,-7963.25,0,0,-9657.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-150,-379,0,0,0,0,-1020.153,0,0,-6969.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-496.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89693.75,0,0,0,0,0,0,0,0,0,0,-144131.3,0,1,"Angola",0,1
1996,"AGO",0,0,0,0,0,0,0,0,0,-1860,0,0,0,-2051.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3564.25,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,-19121.26,0,0,0,0,0,0,0,0,0,0,0,0,0,-8000,0,0,-17012.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6978.408,0,0,-7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6493.496,-322.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85570.11,0,0,0,0,0,0,0,0,0,0,-158794.1,0,1,"Angola",0,1
1997,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2404.64,-813.55,0,0,0,0,0,0,0,0,0,0,0,0,0,-14717.75,0,0,0,0,0,0,0,0,0,0,0,-252,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1345.984,0,0,-27088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,-483.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82998.27,0,0,0,0,0,0,0,0,0,0,-132604.2,0,1,"Angola",0,1
1998,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,-10772,0,0,0,0,0,0,0,0,0,0,0,-295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123634.8,0,0,0,0,0,0,0,0,0,0,-141533.8,0,1,"Angola",0,1
1999,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,-6987.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-990.775,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-6060.547,0,0,-798.34,0,0,0,0,0,-1319.6,0,0,-257.6,0,-5000,0,0,-7829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-506,0,0,0,0,0,0,0,-12584.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3771.5,-2949.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39360.35,0,0,0,0,0,0,0,0,0,0,-90998.71,0,1,"Angola",0,1
2000,"AGO",0,0,0,0,0,0,0,0,0,-365.5,0,0,0,-3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3980.1,-792.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-12178.5,0,0,-1380.156,0,0,0,0,0,-5253.46,0,0,-455,0,-11615,0,0,-2953.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.5,0,0,-815,0,0,0,0,-4313.561,0,0,-5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3084.8,-1152.691,0,0,0,0,0,0,0,0,0,0,-2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-172591.3,0,0,0,0,0,0,0,0,0,0,-232262.8,0,1,"Angola",0,1
2001,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-841.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-8839.56,0,0,-957,0,0,0,0,0,-1730,0,0,-642,0,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-322,0,0,0,0,-7857.5,0,0,-22133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4307.2,-1143.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96536.89,0,0,0,0,0,0,0,0,0,0,-150508.6,0,1,"Angola",0,1
2002,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,-134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1145.1,0,0,0,0,0,0,0,0,0,0,-290.249,0,0,-10918.67,0,0,-1305,0,0,0,0,0,0,0,0,-538.8,0,-4784.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2040.75,0,0,0,0,-1566,0,0,-22414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4639.15,-629.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-695.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-162994.2,0,0,0,0,0,0,0,0,0,0,-214237.8,0,1,"Angola",0,1
2003,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-609.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-2162,0,0,0,0,-12000,0,0,0,-1069,0,0,-344,0,-16318.83,0,0,-5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280,0,0,0,0,-9283.09,0,0,-14066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2897,-1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170470.8,0,0,0,0,0,0,0,0,0,0,-238302.7,0,1,"Angola",0,1
2004,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1451.9,-1340.006,0,0,0,0,0,0,0,0,0,0,0,0,0,-2639.385,0,0,-761.25,0,0,0,0,0,-55,0,0,-335.172,0,-2519,0,0,-145.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-256,0,0,0,0,0,0,0,-5708.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2604,-954.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6860.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90857.02,0,0,0,0,0,0,0,0,0,0,-116487.5,0,1,"Angola",0,1
2005,"AGO",0,0,0,0,0,0,0,0,0,0,-511.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1249.5,-1641,0,0,0,0,0,0,0,0,0,0,0,0,0,-1911.1,0,0,0,0,0,0,0,0,-599.04,0,0,-582,0,-1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-508,0,0,-6163.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5015,-2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2658.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27222.33,0,0,0,0,0,0,0,0,0,0,-51522.14,0,1,"Angola",0,1
2006,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-528.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1595.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.426,0,0,0,0,-244.26,0,0,-4757.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-616.63,0,0,0,0,0,0,0,0,0,0,0,-154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17139.64,0,0,0,0,0,0,0,0,0,0,-26355.96,0,1,"Angola",0,1
2007,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1095.228,0,0,0,0,0,0,0,0,0,0,0,0,0,-3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-506.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8027.08,0,1,"Angola",0,1
2008,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,0,1,"Angola",0,1
2009,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,1,"Angola",0,1
2010,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3600,0,0,0,0,0,0,0,0,0,0,-3606,0,1,"Angola",0,1
2011,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3600,0,0,0,0,0,0,0,0,0,0,-3607.4,0,1,"Angola",0,1
2012,"AGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73800,0,0,0,0,0,0,0,0,0,0,-73800,0,1,"Angola",0,1
